feed_version,feed_start_date,feed_end_date,tipo_os,servico,consorcio,sentido,vista,ativacao,evento,extensao,versao_modelo
2026-02-28,2026-02-28,2026-03-04,Regular,435,Intersul,Volta,Grajaú - Gávea,Automática.,[desvio_túnel],27.753,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,457,Internorte,Ida,Abolição - Copacabana,Automática.,[desvio_túnel],28.961,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,457,Internorte,Volta,Abolição - Copacabana,Automática.,[desvio_túnel],30.575,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,457,Internorte,Volta,Abolição - Copacabana,Automática.,[desvio_túnel],30.575,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,457,Internorte,Ida,Abolição - Copacabana,Automática.,[desvio_túnel],28.961,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,474,Intersul,Ida,Jacaré - Copacabana,Automática.,[desvio_túnel],24.245,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,474,Intersul,Volta,Jacaré - Copacabana,Automática.,[desvio_túnel],26.672,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,474,Intersul,Volta,Jacaré - Copacabana,Automática.,[desvio_túnel],26.672,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,474,Intersul,Ida,Jacaré - Copacabana,Automática.,[desvio_túnel],24.245,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,485,Internorte,Ida,Fundão - General Osório,Automática.,[desvio_túnel],31.696,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,485,Internorte,Volta,Fundão - General Osório,Automática.,[desvio_túnel],35.333,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,485,Internorte,Ida,Fundão - General Osório,Automática.,[desvio_túnel],31.696,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,485,Internorte,Volta,Fundão - General Osório,Automática.,[desvio_túnel],35.333,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,550,Transcarioca,Ida,Cidade de Deus - Gávea,Automática.,[desvio_túnel],32.848,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,550,Transcarioca,Volta,Cidade de Deus - Gávea,Automática.,[desvio_túnel],31.51,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,550,Transcarioca,Ida,Cidade de Deus - Gávea,Automática.,[desvio_túnel],32.848,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,550,Transcarioca,Volta,Cidade de Deus - Gávea,Automática.,[desvio_túnel],31.51,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,555,Transcarioca,Ida,Rio das Pedras - Gávea,Automática.,[desvio_túnel],24.852,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,555,Transcarioca,Volta,Rio das Pedras - Gávea,Automática.,[desvio_túnel],24.813,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,555,Transcarioca,Volta,Rio das Pedras - Gávea,Automática.,[desvio_túnel],24.813,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,555,Transcarioca,Ida,Rio das Pedras - Gávea,Automática.,[desvio_túnel],24.852,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,565,Transcarioca,Volta,Tanque - Gávea,Automática.,[desvio_túnel],31.312,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,565,Transcarioca,Ida,Tanque - Gávea,Automática.,[desvio_túnel],32.658,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,565,Transcarioca,Ida,Tanque - Gávea,Automática.,[desvio_túnel],32.658,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,565,Transcarioca,Volta,Tanque - Gávea,Automática.,[desvio_túnel],31.312,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,LECD129,Transcarioca,Volta,Terminal Alvorada - Central do Brasil,Automática.,[desvio_túnel],33.435,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,LECD129,Transcarioca,Ida,Terminal Alvorada - Central do Brasil,Automática.,[desvio_túnel],33.597,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,LECD129,Transcarioca,Volta,Terminal Alvorada - Central do Brasil,Automática.,[desvio_túnel],33.435,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,LECD129,Transcarioca,Ida,Terminal Alvorada - Central do Brasil,Automática.,[desvio_túnel],33.597,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,LECD132,Internorte,Volta,Norte Shopping - Copacabana,Automática.,[desvio_túnel],27.845,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,LECD132,Internorte,Ida,Norte Shopping - Copacabana,Automática.,[desvio_túnel],26.843,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,LECD132,Internorte,Volta,Norte Shopping - Copacabana,Automática.,[desvio_túnel],27.845,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,LECD132,Internorte,Ida,Norte Shopping - Copacabana,Automática.,[desvio_túnel],26.843,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,SN355,Internorte,Volta,Madureira - Praça Tiradentes,Automática.,[desvio_túnel],33.363,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,SN355,Internorte,Volta,Madureira - Praça Tiradentes,Automática.,[desvio_túnel],33.363,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,SN550,Transcarioca,Volta,Cidade de Deus - Gávea,Automática.,[desvio_túnel],31.531,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,SN550,Transcarioca,Ida,Cidade de Deus - Gávea,Automática.,[desvio_túnel],32.818,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,SN550,Transcarioca,Ida,Cidade de Deus - Gávea,Automática.,[desvio_túnel],32.818,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,SN550,Transcarioca,Volta,Cidade de Deus - Gávea,Automática.,[desvio_túnel],31.531,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,SN565,Transcarioca,Ida,Tanque - Gávea,Automática.,[desvio_túnel],32.657,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,SN565,Transcarioca,Volta,Tanque - Gávea,Automática.,[desvio_túnel],31.313,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,SN565,Transcarioca,Volta,Tanque - Gávea,Automática.,[desvio_túnel],31.313,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,SN565,Transcarioca,Ida,Tanque - Gávea,Automática.,[desvio_túnel],32.657,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,SPB550,Transcarioca,Ida,Tijuquinha - Gávea,Automática.,[desvio_túnel],18.235,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,SPB550,Transcarioca,Ida,Tijuquinha - Gávea,Automática.,[desvio_túnel],18.235,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,SPB550,Transcarioca,Volta,Tijuquinha - Gávea,Automática.,[desvio_túnel],16.812,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,SPB550,Transcarioca,Volta,Tijuquinha - Gávea,Automática.,[desvio_túnel],16.812,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,SR355,Internorte,Volta,Madureira - Praça Tiradentes,Automática.,[desvio_túnel],32.283,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,SR355,Internorte,Volta,Madureira - Praça Tiradentes,Automática.,[desvio_túnel],32.283,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,312,Internorte,Volta,Olaria - Candelária,"Manual, mediante provocação do operador.",[excepcionalidade],19.059,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,312,Internorte,Ida,Olaria - Candelária,"Manual, mediante provocação do operador.",[excepcionalidade],18.251,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,312,Internorte,Volta,Olaria - Candelária,"Manual, mediante provocação do operador.",[excepcionalidade],19.059,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,312,Internorte,Ida,Olaria - Candelária,"Manual, mediante provocação do operador.",[excepcionalidade],18.251,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,313,Internorte,Ida,Penha (Grotão) - Praça Tiradentes,"Manual, mediante provocação do operador.",[excepcionalidade],19.388,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,313,Internorte,Ida,Penha (Grotão) - Praça Tiradentes,"Manual, mediante provocação do operador.",[excepcionalidade],19.388,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,313,Internorte,Volta,Penha (Grotão) - Praça Tiradentes,"Manual, mediante provocação do operador.",[excepcionalidade],20.005,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,313,Internorte,Volta,Penha (Grotão) - Praça Tiradentes,"Manual, mediante provocação do operador.",[excepcionalidade],20.005,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,474,Intersul,Ida,Jacaré - Copacabana,"Manual, mediante provocação do operador.",[excepcionalidade],18.461,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,474,Intersul,Ida,Jacaré - Copacabana,"Manual, mediante provocação do operador.",[excepcionalidade],18.461,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,474,Intersul,Volta,Jacaré - Copacabana,"Manual, mediante provocação do operador.",[excepcionalidade],20.769,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,474,Intersul,Volta,Jacaré - Copacabana,"Manual, mediante provocação do operador.",[excepcionalidade],20.769,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,483,Internorte,Volta,Penha - General Osório,"Manual, mediante provocação do operador.",[excepcionalidade],27.121,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,483,Internorte,Ida,Penha - General Osório,"Manual, mediante provocação do operador.",[excepcionalidade],26.499,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,483,Internorte,Volta,Penha - General Osório,"Manual, mediante provocação do operador.",[excepcionalidade],27.121,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,483,Internorte,Ida,Penha - General Osório,"Manual, mediante provocação do operador.",[excepcionalidade],26.499,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,601,Transcarioca,Ida,Santa Maria - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],29.0,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,601,Transcarioca,Ida,Santa Maria - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],29.0,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,601,Transcarioca,Volta,Santa Maria - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],28.793,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,601,Transcarioca,Volta,Santa Maria - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],28.793,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,621,Internorte,Circular,Penha - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],38.614,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,621,Internorte,Circular,Penha - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],38.614,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,622,Internorte,Circular,Penha - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],37.835,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,622,Internorte,Circular,Penha - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],37.835,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,623,Internorte,Ida,Penha - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],22.501,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,623,Internorte,Volta,Penha - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],22.437,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,623,Internorte,Ida,Penha - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],22.501,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,623,Internorte,Volta,Penha - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],22.437,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,625,Internorte,Volta,Olaria - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],18.65,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,625,Internorte,Ida,Olaria - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],18.598,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,625,Internorte,Volta,Olaria - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],18.65,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,625,Internorte,Ida,Olaria - Saens Peña,"Manual, mediante provocação do operador.",[excepcionalidade],18.598,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,628,Internorte,Volta,Penha - Nova América,"Manual, mediante provocação do operador.",[excepcionalidade],8.493,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,628,Internorte,Volta,Penha - Nova América,"Manual, mediante provocação do operador.",[excepcionalidade],8.493,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,628,Internorte,Ida,Penha - Nova América,"Manual, mediante provocação do operador.",[excepcionalidade],7.313,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,628,Internorte,Ida,Penha - Nova América,"Manual, mediante provocação do operador.",[excepcionalidade],7.313,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,679,Internorte,Ida,Grotão - Méier,"Manual, mediante provocação do operador.",[excepcionalidade],15.488,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,679,Internorte,Ida,Grotão - Méier,"Manual, mediante provocação do operador.",[excepcionalidade],15.488,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,679,Internorte,Volta,Grotão - Méier,"Manual, mediante provocação do operador.",[excepcionalidade],16.859,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,679,Internorte,Volta,Grotão - Méier,"Manual, mediante provocação do operador.",[excepcionalidade],16.859,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,731,Santa Cruz,Ida,Campo Grande - Marechal Hermes,"Manual, mediante provocação do operador.",[excepcionalidade],30.213,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,731,Santa Cruz,Ida,Campo Grande - Marechal Hermes,"Manual, mediante provocação do operador.",[excepcionalidade],30.213,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,731,Santa Cruz,Volta,Campo Grande - Marechal Hermes,"Manual, mediante provocação do operador.",[excepcionalidade],29.042,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,731,Santa Cruz,Volta,Campo Grande - Marechal Hermes,"Manual, mediante provocação do operador.",[excepcionalidade],29.042,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,737,Santa Cruz,Ida,Santíssimo - Cascadura,"Manual, mediante provocação do operador.",[excepcionalidade],33.808,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,737,Santa Cruz,Ida,Santíssimo - Cascadura,"Manual, mediante provocação do operador.",[excepcionalidade],33.808,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,737,Santa Cruz,Volta,Santíssimo - Cascadura,"Manual, mediante provocação do operador.",[excepcionalidade],34.283,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Verão,737,Santa Cruz,Volta,Santíssimo - Cascadura,"Manual, mediante provocação do operador.",[excepcionalidade],34.283,46a51eb33a14002098bdfb2eed9190b11b46d46f
2026-02-28,2026-02-28,2026-03-04,Regular,833,Santa Cruz,Volta,Conjunto Manguariba - Campo Grande,"Manual, mediante provocação do operador.",[excepcionalidade],10.446,46a51eb33a14002098bdfb2eed9190b11b46d46f
